"ID","CategoryID","ItemName","Carbs","Sugar","Fibers","Fat","UnitID","ServingID","Inactive"
"353","0","Zimt","56.0","55.4","24.4","3.2","1",,"1"
"354","0","Zimtstern","50.9","50.3","5.6","25.9","1","218,219,220","0"
"355","0","Zitronat","70.0","70.0","2.0","0.4","1",,"1"
"356","0","Zitrone","2.9","2.5","2.0","0.5","1",,"1"
"357","0","Zitrusfr?chte","8.0","7.4","2.1","0.3","1",,"1"
"358","0","Zucchetti, ged?mpft ","2.2","2.1","1.1","0.2","1","72","1"
"359","0","Zucchetti, ged?nstet","2.4","2.3","1.2","0.2","1","72","1"
"360","0","Zucchetti, roh","2.0","1.9","1.0","0.2","1","72","0"
"361","0","Zucchettischeiben paniert","13.5","2.1","1.5","5.5","1","221,222,223","0"
"362","0","Zucker, braun","97.6","97.6","0.0","0.0","1","120,162","0"
"363","0","Zucker, weiss  ","99.9","99.9","0.0","0.0","1","120,162","0"
"364","0","Zuckermais aus Konserve","18.2","6.9","2.3","1.2","1","199","0"
"365","0","Honigmelone","14.8","10.6","1.3","0.1","1","241","0"
"366","0","Zuger Kirschtorte","34.6","27.0","1.5","18.7","1",,"0"
"367","0","Zwetschge","8.8","8.8","2.3","0.1","1",,"0"
"368","0","Zwetschgenkuchen / Zwetschgenw?he","16.0","7.6","1.9","6.7","1",,"1"
"369","0","Zwieback","74.6","14.2","2.9","7.8","1",,"0"
"370","0","Zwieback Vollkorn","61.2","13.8","8.3","9.1","1",,"0"
"371","0","Zwiebel ged?nstet","7.0","5.4","2.2","0.7","1",,"1"
"372","0","Zwiebel ger?stet","14.9","11.4","4.5","1.5","1",,"1"
"373","0","Zwiebel roh","6.3","4.8","1.9","0.6","1",,"0"
"374","0","Zwiebelkuchen mit Bl?tterteig","12.6","3.6","1.5","10.9","1",,"1"
"375","0","Zwiebelkuchen mit Kuchenteig","14.6","3.6","1.6","10.1","1",,"1"
"376","0","Rivella Rot","9.0","9.0","0.0","0.0","2","66,67","0"
"377","0","Rivella Blau","1.5","1.5","0.0","0.0","2","66,67","0"
"378","0","Coca Cola","10.6","10.6","0.0","0.0","2","7,8,9","0"
"379","0","Coca-Cola Cherry","10.6","10.6","0.0","0.0","2","7,8,9","0"
"380","0","Coca-Cola Vanilla","11.1","11.1","0.0","0.0","2","7,8,9","0"
"381","0","Pepsi","12.0","11.0","0.0","0.0","2","66,67","0"
"382","0","McDonals Hamburger","26.0","6.0","1.0","8.0","1","121","0"
"383","0","McDonalds Big Mac","18.0","4.0","1.0","11.0","1","122","0"
"384","0","McDonalds Double Big Mac","14.0","3.0","1.0","13.0","1","123","0"
"385","0","McDonalds Cheesburger Royal","17.0","5.0","1.0","13.0","1","124","0"
"386","0","McDonalds Double Cheeseburger Royal","12.0","3.0","1.0","15.0","1","125","0"
"387","0","McDonalds Big Tasty","13.0","3.0","0.8","14.0","1","126","0"
"388","0","McDonalds Big Tasty Double","10.0","3.0","0.6","16.0","1","127","0"
"389","0","McDonalds Cheesburger","24.0","6.0","1.2","10.0","1","128","0"
"390","0","McDonalds Double Cheesburger","17.0","5.0","0.9","13.0","1","129","0"
"391","0","McDonalds McChicken","22.0","4.0","1.0","8.0","1","130","0"
"392","0","McDonalds Chicken McNuggets","20.0","1.0","1.0","11.0","1","131,132,133","0"
"393","0","McDonalds Chicken Wings","3.0","0.0","1.0","15.0","1","134","0"
"394","0","McDonalds Pommes Frites","36.0","0.0","4.0","14.0","1","135,136,137","0"
"395","0","McDonalds Filet-O-Fish","25.0","4.0","1.1","10.0","1","138","0"
"396","0","McDonalds Cappuccino Regular","5.0","5.0","0.0","3.0","1","139,140","0"
"397","0","McDonalds Latte Macchiato","4.0","4.0","0.0","3.0","1","141,142","0"
"398","0","McDonalds Heisse Schokolade","10.0","10.0","0.7","4.0","1","143","0"
"399","0","McDonalds McFlurry M&M?s","32.0","28.0","1.0","6.0","1","144,145","1"
"400","0","McDonalds McFlurry Daim","29.0","26.0","0.3","8.0","1","146,147","0"
"401","0","McDonalds McFlurry Nature","23.0","20.0","0.1","3.6","1","148,149","0"
"402","0","McDonalds Frappe Vanille","21.0","20.0","0.1","2.0","1","150,151","0"
"403","0","McDonalds Frapp? Erdbeer","22.0","20.0","0.1","2.0","1","150,151","1"
"404","0","McDonalds Frapp? Banane","22.0","20.0","0.1","2.0","1","150,151","1"
"405","0","McDonalds Apfeltasche","35.0","11.0","2.0","13.0","1","231","0"
"406","0","Starbucks Latte Macchiato - lactose free milk","2.0","2.0","0.0","1.1","2","247,248,249,250","1"
"407","0","Pizza Margherita","25.0","1.4","2.0","14.0","1","251","0"
